delay,ptu_ebay_cmd,ptu_d48_cmd
29.2,ps-94,ps94
29.3,ps-93,ps93
29.4,ps-92,ps92
29.5,ps-91,ps91
29.6,ps-90,ps90
29.7,ps-90,ps90
29.8,ps-89,ps89
29.9,ps-88,ps88
30.0,ps-87,ps87
30.1,ps-86,ps86
30.2,ps-84,ps84
30.3,ps-83,ps83
30.4,ps-82,ps82
30.5,ps-81,ps81
30.6,ps-80,ps80
30.7,ps-78,ps78
30.8,ps-77,ps77
30.9,ps-76,ps76
31.0,ps-74,ps74
31.1,ps-73,ps73
31.2,ps-71,ps71
31.3,ps-70,ps70
31.4,ps-68,ps68
31.5,ps-67,ps67
31.6,ps-65,ps65
31.7,ps-64,ps64
31.8,ps-62,ps62
31.9,ps-60,ps60
32.0,ps-59,ps59
32.1,ps-57,ps57
32.2,ps-55,ps55
32.3,ps-54,ps54
32.4,ps-52,ps52
32.5,ps-50,ps50
32.6,ps-48,ps48
32.7,ps-46,ps46
32.8,ps-44,ps44
32.9,ps-43,ps43
33.0,ps-41,ps41
33.1,ps-39,ps39
33.2,ps-37,ps37
33.3,ps-35,ps35
33.4,ps-33,ps33
33.5,ps-31,ps31
33.6,ps-29,ps29
33.7,ps-27,ps27
33.8,ps-25,ps25
33.9,ps-23,ps23
34.0,ps-21,ps21
34.1,ps-19,ps19
34.2,ps-17,ps17
34.3,ps-15,ps15
34.4,ps-13,ps13
34.5,ps-10,ps10
34.6,ps-8,ps8
34.7,ps-6,ps6
34.8,ps-4,ps4
34.9,ps-2,ps2
35.0,ps0,ps0
35.1,ps2,ps-2
35.2,ps4,ps-4
35.3,ps6,ps-6
35.4,ps8,ps-8
35.5,ps10,ps-10
35.6,ps13,ps-13
35.7,ps15,ps-15
35.8,ps17,ps-17
35.9,ps19,ps-19
36.0,ps21,ps-21
36.1,ps23,ps-23
36.2,ps25,ps-25
36.3,ps27,ps-27
36.4,ps29,ps-29
36.5,ps31,ps-31
36.6,ps33,ps-33
36.7,ps35,ps-35
36.8,ps37,ps-37
36.9,ps39,ps-39
37.0,ps41,ps-41
37.1,ps43,ps-43
37.2,ps44,ps-44
37.3,ps46,ps-46
37.4,ps48,ps-48
37.5,ps50,ps-50
37.6,ps52,ps-52
37.7,ps54,ps-54
37.8,ps55,ps-55
37.9,ps57,ps-57
38.0,ps59,ps-59
38.1,ps60,ps-60
38.2,ps62,ps-62
38.3,ps64,ps-64
38.4,ps65,ps-65
38.5,ps67,ps-67
38.6,ps68,ps-68
38.7,ps70,ps-70
38.8,ps71,ps-71
38.9,ps73,ps-73
39.0,ps74,ps-74
39.1,ps76,ps-76
39.2,ps77,ps-77
39.3,ps78,ps-78
39.4,ps80,ps-80
39.5,ps81,ps-81
39.6,ps82,ps-82
39.7,ps83,ps-83
39.8,ps84,ps-84
39.9,ps86,ps-86
40.0,ps87,ps-87
40.1,ps88,ps-88
40.2,ps89,ps-89
40.3,ps90,ps-90
40.4,ps90,ps-90
40.5,ps91,ps-91
40.6,ps92,ps-92
40.7,ps93,ps-93
40.8,ps94,ps-94
40.9,ps94,ps-94
41.0,ps95,ps-95
41.1,ps96,ps-96
41.2,ps96,ps-96
41.3,ps97,ps-97
41.4,ps97,ps-97
41.5,ps98,ps-98
41.6,ps98,ps-98
41.7,ps99,ps-99
41.8,ps99,ps-99
41.9,ps99,ps-99
42.0,ps99,ps-99
42.1,ps100,ps-100
42.2,ps100,ps-100
42.3,ps100,ps-100
42.4,ps100,ps-100
42.5,ps100,ps-100
42.6,ps100,ps-100
42.7,ps100,ps-100
42.8,ps100,ps-100
42.9,ps100,ps-100
43.0,ps99,ps-99
43.1,ps99,ps-99
43.2,ps99,ps-99
43.3,ps99,ps-99
43.4,ps98,ps-98
43.5,ps98,ps-98
43.6,ps97,ps-97
43.7,ps97,ps-97
43.8,ps96,ps-96
43.9,ps96,ps-96
44.0,ps95,ps-95
44.1,ps94,ps-94
44.2,ps94,ps-94
44.3,ps93,ps-93
44.4,ps92,ps-92
44.5,ps91,ps-91
44.6,ps90,ps-90
44.7,ps90,ps-90
44.8,ps89,ps-89
44.9,ps88,ps-88
45.0,ps87,ps-87
45.1,ps86,ps-86
45.2,ps84,ps-84
45.3,ps83,ps-83
45.4,ps82,ps-82
45.5,ps81,ps-81
45.6,ps80,ps-80
45.7,ps78,ps-78
45.8,ps77,ps-77
45.9,ps76,ps-76
46.0,ps74,ps-74
46.1,ps73,ps-73
46.2,ps71,ps-71
46.3,ps70,ps-70
46.4,ps68,ps-68
46.5,ps67,ps-67
46.6,ps65,ps-65
46.7,ps64,ps-64
46.8,ps62,ps-62
46.9,ps60,ps-60
47.0,ps59,ps-59
47.1,ps57,ps-57
47.2,ps55,ps-55
47.3,ps54,ps-54
47.4,ps52,ps-52
47.5,ps50,ps-50
47.6,ps48,ps-48
47.7,ps46,ps-46
47.8,ps44,ps-44
47.9,ps43,ps-43
48.0,ps41,ps-41
48.1,ps39,ps-39
48.2,ps37,ps-37
48.3,ps35,ps-35
48.4,ps33,ps-33
48.5,ps31,ps-31
48.6,ps29,ps-29
48.7,ps27,ps-27
48.8,ps25,ps-25
48.9,ps23,ps-23
49.0,ps21,ps-21
49.1,ps19,ps-19
49.2,ps17,ps-17
49.3,ps15,ps-15
49.4,ps13,ps-13
49.5,ps10,ps-10
49.6,ps8,ps-8
49.7,ps6,ps-6
49.8,ps4,ps-4
49.9,ps2,ps-2
50.0,ps0,ps0
50.1,ps-2,ps2
50.2,ps-4,ps4
50.3,ps-6,ps6
50.4,ps-8,ps8
50.5,ps-10,ps10
50.6,ps-13,ps13
50.7,ps-15,ps15
50.8,ps-17,ps17
50.9,ps-19,ps19
51.0,ps-21,ps21
51.1,ps-23,ps23
51.2,ps-25,ps25
51.3,ps-27,ps27
51.4,ps-29,ps29
51.5,ps-31,ps31
51.6,ps-33,ps33
51.7,ps-35,ps35
51.8,ps-37,ps37
51.9,ps-39,ps39
52.0,ps-41,ps41
52.1,ps-43,ps43
52.2,ps-44,ps44
52.3,ps-46,ps46
52.4,ps-48,ps48
52.5,ps-50,ps50
52.6,ps-52,ps52
52.7,ps-54,ps54
52.8,ps-55,ps55
52.9,ps-57,ps57
53.0,ps-59,ps59
53.1,ps-60,ps60
53.2,ps-62,ps62
53.3,ps-64,ps64
53.4,ps-65,ps65
53.5,ps-67,ps67
53.6,ps-68,ps68
53.7,ps-70,ps70
53.8,ps-71,ps71
53.9,ps-73,ps73
54.0,ps-74,ps74
54.1,ps-76,ps76
54.2,ps-77,ps77
54.3,ps-78,ps78
54.4,ps-80,ps80
54.5,ps-81,ps81
54.6,ps-82,ps82
54.7,ps-83,ps83
54.8,ps-84,ps84
54.9,ps-86,ps86
55.0,ps-87,ps87
55.1,ps-88,ps88
55.2,ps-89,ps89
55.3,ps-90,ps90
55.4,ps-90,ps90
55.5,ps-91,ps91
55.6,ps-92,ps92
55.7,ps-93,ps93
55.8,ps-94,ps94
55.9,ps-94,ps94
56.0,ps-95,ps95
56.1,ps-96,ps96
56.2,ps-96,ps96
56.3,ps-97,ps97
56.4,ps-97,ps97
56.5,ps-98,ps98
56.6,ps-98,ps98
56.7,ps-99,ps99
56.8,ps-99,ps99
56.9,ps-99,ps99
57.0,ps-99,ps99
57.1,ps-100,ps100
57.2,ps-100,ps100
57.3,ps-100,ps100
57.4,ps-100,ps100
57.5,ps-100,ps100
57.6,ps-100,ps100
57.7,ps-100,ps100
57.8,ps-100,ps100
57.9,ps-100,ps100
58.0,ps-99,ps99
58.1,ps-99,ps99
58.2,ps-99,ps99
58.3,ps-99,ps99
58.4,ps-98,ps98
58.5,ps-98,ps98
58.6,ps-97,ps97
58.7,ps-97,ps97
58.8,ps-96,ps96
58.9,ps-96,ps96
59.0,ps-95,ps95
59.1,ps-94,ps94
59.2,ps-94,ps94
59.3,ps-93,ps93
59.4,ps-92,ps92
59.5,ps-91,ps91
59.6,ps-90,ps90
59.7,ps-90,ps90
59.8,ps-89,ps89
59.9,ps-88,ps88
60.0,ps-87,ps87
60.1,ps-86,ps86
60.2,ps-84,ps84
60.3,ps-83,ps83
60.4,ps-82,ps82
60.5,ps-81,ps81
60.6,ps-80,ps80
60.7,ps-78,ps78
60.8,ps-77,ps77
60.9,ps-76,ps76
61.0,ps-74,ps74
61.1,ps-73,ps73
61.2,ps-71,ps71
61.3,ps-70,ps70
61.4,ps-68,ps68
61.5,ps-67,ps67
61.6,ps-65,ps65
61.7,ps-64,ps64
61.8,ps-62,ps62
61.9,ps-60,ps60
62.0,ps-59,ps59
62.1,ps-57,ps57
62.2,ps-55,ps55
62.3,ps-54,ps54
62.4,ps-52,ps52
62.5,ps-50,ps50
62.6,ps-48,ps48
62.7,ps-46,ps46
62.8,ps-44,ps44
62.9,ps-43,ps43
63.0,ps-41,ps41
63.1,ps-39,ps39
63.2,ps-37,ps37
63.3,ps-35,ps35
63.4,ps-33,ps33
63.5,ps-31,ps31
63.6,ps-29,ps29
63.7,ps-27,ps27
63.8,ps-25,ps25
63.9,ps-23,ps23
64.0,ps-21,ps21
64.1,ps-19,ps19
64.2,ps-17,ps17
64.3,ps-15,ps15
64.4,ps-13,ps13
64.5,ps-10,ps10
64.6,ps-8,ps8
64.7,ps-6,ps6
64.8,ps-4,ps4
64.9,ps-2,ps2
65.0,ps0,ps0
65.1,ps2,ps-2
65.2,ps4,ps-4
65.3,ps6,ps-6
65.4,ps8,ps-8
65.5,ps10,ps-10
65.6,ps13,ps-13
65.7,ps15,ps-15
65.8,ps17,ps-17
65.9,ps19,ps-19
66.0,ps21,ps-21
66.1,ps23,ps-23
66.2,ps25,ps-25
66.3,ps27,ps-27
66.4,ps29,ps-29
66.5,ps31,ps-31
66.6,ps33,ps-33
66.7,ps35,ps-35
66.8,ps37,ps-37
66.9,ps39,ps-39
67.0,ps41,ps-41
67.1,ps43,ps-43
67.2,ps44,ps-44
67.3,ps46,ps-46
67.4,ps48,ps-48
67.5,ps50,ps-50
67.6,ps52,ps-52
67.7,ps54,ps-54
67.8,ps55,ps-55
67.9,ps57,ps-57
68.0,ps59,ps-59
68.1,ps60,ps-60
68.2,ps62,ps-62
68.3,ps64,ps-64
68.4,ps65,ps-65
68.5,ps67,ps-67
68.6,ps68,ps-68
68.7,ps70,ps-70
68.8,ps71,ps-71
68.9,ps73,ps-73
69.0,ps74,ps-74
69.1,ps76,ps-76
69.2,ps77,ps-77
69.3,ps78,ps-78
69.4,ps80,ps-80
69.5,ps81,ps-81
69.6,ps82,ps-82
69.7,ps83,ps-83
69.8,ps84,ps-84
69.9,ps86,ps-86
70.0,ps87,ps-87
70.1,ps88,ps-88
70.2,ps89,ps-89
70.3,ps90,ps-90
70.4,ps90,ps-90
70.5,ps91,ps-91
70.6,ps92,ps-92
70.7,ps93,ps-93
70.8,ps94,ps-94
70.9,ps94,ps-94
71.0,ps95,ps-95
71.1,ps96,ps-96
71.2,ps96,ps-96
71.3,ps97,ps-97
71.4,ps97,ps-97
71.5,ps98,ps-98
71.6,ps98,ps-98
71.7,ps99,ps-99
71.8,ps99,ps-99
71.9,ps99,ps-99
72.0,ps99,ps-99
72.1,ps100,ps-100
72.2,ps100,ps-100
72.3,ps100,ps-100
72.4,ps100,ps-100
72.5,ps100,ps-100
72.6,ps100,ps-100
72.7,ps100,ps-100
72.8,ps100,ps-100
72.9,ps100,ps-100
73.0,ps99,ps-99
73.1,ps99,ps-99
73.2,ps99,ps-99
73.3,ps99,ps-99
73.4,ps98,ps-98
73.5,ps98,ps-98
73.6,ps97,ps-97
73.7,ps97,ps-97
73.8,ps96,ps-96
73.9,ps96,ps-96
74.0,ps95,ps-95
74.1,ps94,ps-94
74.2,ps94,ps-94
74.3,ps93,ps-93
74.4,ps92,ps-92
74.5,ps91,ps-91
74.6,ps90,ps-90
74.7,ps90,ps-90
74.8,ps89,ps-89
74.9,ps88,ps-88
75.0,ps87,ps-87
75.1,ps86,ps-86
75.2,ps84,ps-84
75.3,ps83,ps-83
75.4,ps82,ps-82
75.5,ps81,ps-81
75.6,ps80,ps-80
75.7,ps78,ps-78
75.8,ps77,ps-77
75.9,ps76,ps-76
76.0,ps74,ps-74
76.1,ps73,ps-73
76.2,ps71,ps-71
76.3,ps70,ps-70
76.4,ps68,ps-68
76.5,ps67,ps-67
76.6,ps65,ps-65
76.7,ps64,ps-64
76.8,ps62,ps-62
76.9,ps60,ps-60
77.0,ps59,ps-59
77.1,ps57,ps-57
77.2,ps55,ps-55
77.3,ps54,ps-54
77.4,ps52,ps-52
77.5,ps50,ps-50
77.6,ps48,ps-48
77.7,ps46,ps-46
77.8,ps44,ps-44
77.9,ps43,ps-43
78.0,ps41,ps-41
78.1,ps39,ps-39
78.2,ps37,ps-37
78.3,ps35,ps-35
78.4,ps33,ps-33
78.5,ps31,ps-31
78.6,ps29,ps-29
78.7,ps27,ps-27
78.8,ps25,ps-25
78.9,ps23,ps-23
79.0,ps21,ps-21
79.1,ps19,ps-19
79.2,ps17,ps-17
79.3,ps15,ps-15
79.4,ps13,ps-13
79.5,ps10,ps-10
79.6,ps8,ps-8
79.7,ps6,ps-6
79.8,ps4,ps-4
79.9,ps2,ps-2
80.0,ps0,ps0
80.1,ps-2,ps2
80.2,ps-4,ps4
80.3,ps-6,ps6
80.4,ps-8,ps8
80.5,ps-10,ps10
80.6,ps-13,ps13
80.7,ps-15,ps15
80.8,ps-17,ps17
80.9,ps-19,ps19
81.0,ps-21,ps21
81.1,ps-23,ps23
81.2,ps-25,ps25
81.3,ps-27,ps27
81.4,ps-29,ps29
81.5,ps-31,ps31
81.6,ps-33,ps33
81.7,ps-35,ps35
81.8,ps-37,ps37
81.9,ps-39,ps39
82.0,ps-41,ps41
82.1,ps-43,ps43
82.2,ps-44,ps44
82.3,ps-46,ps46
82.4,ps-48,ps48
82.5,ps-50,ps50
82.6,ps-52,ps52
82.7,ps-54,ps54
82.8,ps-55,ps55
82.9,ps-57,ps57
83.0,ps-59,ps59
83.1,ps-60,ps60
83.2,ps-62,ps62
83.3,ps-64,ps64
83.4,ps-65,ps65
83.5,ps-67,ps67
83.6,ps-68,ps68
83.7,ps-70,ps70
83.8,ps-71,ps71
83.9,ps-73,ps73
84.0,ps-74,ps74
84.1,ps-76,ps76
84.2,ps-77,ps77
84.3,ps-78,ps78
84.4,ps-80,ps80
84.5,ps-81,ps81
84.6,ps-82,ps82
84.7,ps-83,ps83
84.8,ps-84,ps84
84.9,ps-86,ps86
85.0,ps-87,ps87
85.1,ps-88,ps88
85.2,ps-89,ps89
85.3,ps-90,ps90
85.4,ps-90,ps90
85.5,ps-91,ps91
85.6,ps-92,ps92
85.7,ps-93,ps93
85.8,ps-94,ps94
85.9,ps-94,ps94
86.0,ps-95,ps95
86.1,ps-96,ps96
86.2,ps-96,ps96
86.3,ps-97,ps97
86.4,ps-97,ps97
86.5,ps-98,ps98
86.6,ps-98,ps98
86.7,ps-99,ps99
86.8,ps-99,ps99
86.9,ps-99,ps99
87.0,ps-99,ps99
87.1,ps-100,ps100
87.2,ps-100,ps100
87.3,ps-100,ps100
87.4,ps-100,ps100
87.5,ps-100,ps100
87.6,ps-100,ps100
87.7,ps-100,ps100
87.8,ps-100,ps100
87.9,ps-100,ps100
88.0,ps-99,ps99
88.1,ps-99,ps99
88.2,ps-99,ps99
88.3,ps-99,ps99
88.4,ps-98,ps98
88.5,ps-98,ps98
88.6,ps-97,ps97
88.7,ps-97,ps97
88.8,ps-96,ps96
88.9,ps-96,ps96
89.0,ps-95,ps95
89.1,ps-94,ps94
89.2,ps-94,ps94
89.3,ps-93,ps93
89.4,ps-92,ps92
89.5,ps-91,ps91
89.6,ps-90,ps90
89.7,ps-90,ps90
89.8,ps-89,ps89
89.9,ps-88,ps88
90.0,ps-87,ps87
90.1,ps-86,ps86
90.2,ps-84,ps84
90.3,ps-83,ps83
90.4,ps-82,ps82
90.5,ps-81,ps81
90.6,ps-80,ps80
90.7,ps-78,ps78
90.8,ps-77,ps77
90.9,ps-76,ps76
91.0,ps-74,ps74
91.1,ps-73,ps73
91.2,ps-71,ps71
91.3,ps-70,ps70
91.4,ps-68,ps68
91.5,ps-67,ps67
91.6,ps-65,ps65
91.7,ps-64,ps64
91.8,ps-62,ps62
91.9,ps-60,ps60
92.0,ps-59,ps59
92.1,ps-57,ps57
92.2,ps-55,ps55
92.3,ps-54,ps54
92.4,ps-52,ps52
92.5,ps-50,ps50
92.6,ps-48,ps48
92.7,ps-46,ps46
92.8,ps-44,ps44
92.9,ps-43,ps43
93.0,ps-41,ps41
93.1,ps-39,ps39
93.2,ps-37,ps37
93.3,ps-35,ps35
93.4,ps-33,ps33
93.5,ps-31,ps31
93.6,ps-29,ps29
93.7,ps-27,ps27
93.8,ps-25,ps25
93.9,ps-23,ps23
94.0,ps-21,ps21
94.1,ps-19,ps19
94.2,ps-17,ps17
94.3,ps-15,ps15
94.4,ps-13,ps13
94.5,ps-10,ps10
94.6,ps-8,ps8
94.7,ps-6,ps6
94.8,ps-4,ps4
94.9,ps-2,ps2
95.0,ps0,ps0
95.1,ps2,ps-2
95.2,ps4,ps-4
95.3,ps6,ps-6
95.4,ps8,ps-8
95.5,ps10,ps-10
95.6,ps13,ps-13
95.7,ps15,ps-15
95.8,ps17,ps-17
95.9,ps19,ps-19
96.0,ps21,ps-21
96.1,ps23,ps-23
96.2,ps25,ps-25
96.3,ps27,ps-27
96.4,ps29,ps-29
96.5,ps31,ps-31
96.6,ps33,ps-33
96.7,ps35,ps-35
96.8,ps37,ps-37
96.9,ps39,ps-39
97.0,ps41,ps-41
97.1,ps43,ps-43
97.2,ps44,ps-44
97.3,ps46,ps-46
97.4,ps48,ps-48
97.5,ps50,ps-50
97.6,ps52,ps-52
97.7,ps54,ps-54
97.8,ps55,ps-55
97.9,ps57,ps-57
98.0,ps59,ps-59
98.1,ps60,ps-60
98.2,ps62,ps-62
98.3,ps64,ps-64
98.4,ps65,ps-65
98.5,ps67,ps-67
98.6,ps68,ps-68
98.7,ps70,ps-70
98.8,ps71,ps-71
98.9,ps73,ps-73
99.0,ps74,ps-74
99.1,ps76,ps-76
99.2,ps77,ps-77
99.3,ps78,ps-78
99.4,ps80,ps-80
99.5,ps81,ps-81
99.6,ps82,ps-82
99.7,ps83,ps-83
99.8,ps84,ps-84
99.9,ps86,ps-86
100.0,ps87,ps-87
100.1,ps88,ps-88
100.2,ps89,ps-89
100.3,ps90,ps-90
100.4,ps90,ps-90
100.5,ps91,ps-91
100.6,ps92,ps-92
100.7,ps93,ps-93
100.8,ps94,ps-94
100.9,ps94,ps-94
101.0,ps95,ps-95
101.1,ps96,ps-96
101.2,ps96,ps-96
101.3,ps97,ps-97
101.4,ps97,ps-97
101.5,ps98,ps-98
101.6,ps98,ps-98
101.7,ps99,ps-99
101.8,ps99,ps-99
101.9,ps99,ps-99
102.0,ps99,ps-99
102.1,ps100,ps-100
102.2,ps100,ps-100
102.3,ps100,ps-100
102.4,ps100,ps-100
102.5,ps100,ps-100
102.6,ps100,ps-100
102.7,ps100,ps-100
102.8,ps100,ps-100
102.9,ps100,ps-100
103.0,ps99,ps-99
103.1,ps99,ps-99
103.2,ps99,ps-99
103.3,ps99,ps-99
103.4,ps98,ps-98
103.5,ps98,ps-98
103.6,ps97,ps-97
103.7,ps97,ps-97
103.8,ps96,ps-96
103.9,ps96,ps-96
104.0,ps95,ps-95
104.1,ps94,ps-94
104.2,ps94,ps-94
104.3,ps93,ps-93
104.4,ps92,ps-92
104.5,ps91,ps-91
104.6,ps90,ps-90
104.7,ps90,ps-90
104.8,ps89,ps-89
104.9,ps88,ps-88
105.0,ps87,ps-87
105.1,ps86,ps-86
105.2,ps84,ps-84
105.3,ps83,ps-83
105.4,ps82,ps-82
105.5,ps81,ps-81
105.6,ps80,ps-80
105.7,ps78,ps-78
105.8,ps77,ps-77
105.9,ps76,ps-76
106.0,ps74,ps-74
106.1,ps73,ps-73
106.2,ps71,ps-71
106.3,ps70,ps-70
106.4,ps68,ps-68
106.5,ps67,ps-67
106.6,ps65,ps-65
106.7,ps64,ps-64
106.8,ps62,ps-62
106.9,ps60,ps-60
107.0,ps59,ps-59
107.1,ps57,ps-57
107.2,ps55,ps-55
107.3,ps54,ps-54
107.4,ps52,ps-52
107.5,ps50,ps-50
107.6,ps48,ps-48
107.7,ps46,ps-46
107.8,ps44,ps-44
107.9,ps43,ps-43
108.0,ps41,ps-41
108.1,ps39,ps-39
108.2,ps37,ps-37
108.3,ps35,ps-35
108.4,ps33,ps-33
108.5,ps31,ps-31
108.6,ps29,ps-29
108.7,ps27,ps-27
108.8,ps25,ps-25
108.9,ps23,ps-23
109.0,ps21,ps-21
109.1,ps19,ps-19
109.2,ps17,ps-17
109.3,ps15,ps-15
109.4,ps13,ps-13
109.5,ps10,ps-10
109.6,ps8,ps-8
109.7,ps6,ps-6
109.8,ps4,ps-4
109.9,ps2,ps-2
110.0,ps0,ps0
110.1,ps-2,ps2
110.2,ps-4,ps4
110.3,ps-6,ps6
110.4,ps-8,ps8
110.5,ps-10,ps10
110.6,ps-13,ps13
110.7,ps-15,ps15
110.8,ps-17,ps17
110.9,ps-19,ps19
111.0,ps-21,ps21
111.1,ps-23,ps23
111.2,ps-25,ps25
111.3,ps-27,ps27
111.4,ps-29,ps29
111.5,ps-31,ps31
111.6,ps-33,ps33
111.7,ps-35,ps35
111.8,ps-37,ps37
111.9,ps-39,ps39
112.0,ps-41,ps41
112.1,ps-43,ps43
